label,text
0,﻿ اين المياه لتبريد المفاعل النووي يحتاج نصف مليون مترا مكعبا المياه لتبريده سنويا الاقل والقاصي والداني يعرف اننا بلد يعاني شحة المياه كعلوم معرفة بالعلوم النووية الطاقة فانا احب يتعلمها المتعلمين بلادنا بدءا جدول مندلييف للعناصر مرورا العناصر المشعة نظرية اينشتاين للطاقة نظريات الفيزياء الكمية البحث عمر البروتون النيوترينو والكواركات واللبتونات وال النظائر المشعة تفتيت الذرة اشعة جاما بيتا الفا الراديوم البلوتونيوم البروتونات كافة النظريات بما انواع المفاعلات النووية تجارب الامم مثل اليابان المانيا روسيا فرنسا امريكا للعلم علوم نظريا سهلة بسيطة يستطيع فهمها الانسان ذو الخلفية الرغبة العلمية الاقل جزء علمائنا يقرروا المسار يجب نسلكه نسير بهذا الخصوص بموازنة المخاطر المكاسب بعدها اساس النتيجة الفائدة الواضحة يتم الاعتماد لقرارهم سلبا ام ايجابا
0,يستمتع برؤية الناس مواقف محرجة سادي اصيل ضعيفة مريضة
1,نعم احسنت ، واجبة مسلم وحق لكل مسلم فتح الله عليكم
1,بنحاول مره نكون افضل
1,الله اكبر ولله الحمد مصر بخير ناس كتير طيبين
0,﻿ عاهات
1,ايوه هيك بدنا ياكم يا شباب مش بس لعب وتسلاية
1,يا هيك الشباب يا بلاش
0,تفائل هاد يا زلمة روح تشائم احسلك
1,يا عني علي ذكرك شكرك حسن عبادتك
0,حزني كثير والله﻿
1,يارب اجمع امتك علي دينك يارب وشت اعداء الدين
0,إعجبه﻿ إطعم آكيد حمضيات
0,كلهم معندهمش احساس
1,انا مش عارفة ابدا حياتي
0,للأسف البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي اعلنت هيئة الطاقة يملك غالبية الأسهم تركيا سبيل المثال وذلك يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي يوفر الكهرباء بسعر
1,﻿ابتسم بنيه طيبه
1,صحيح هالشغلة بس قرار وبظن كلنا قادرين نآخدة استعنا وتوكلنا ع الله
0,﻿الرفض القاطع للمشروع لانه بس يتم يشتغل تمام رايح ينباع يتم تاجيره نصير نشتري وقود مخصب يصير اغلى الكهربا لانه للاسف شي بعيد ايدي المفسدين الاستغلاليين يصير زي مشروع تسمين البقر ؛ينتجو الطاقه تروح لاطراف خارجيه خالرج اطار حاجة العامه
0,تفهمي غلط حبيبتي
0,يع يع يع قرف
0,جزمتي اقولك اسفل جزمتي الثورة سوريا اشعلها الوهابيين اللي السلفيين
1,يا مصلح القلوب أصلح أحوالنا
1,﻿صباح الوفاء يا صديقي
1,﻿صدقتي رائعه معبره الكلام
0,بدك الصراحة بدون زعل جهنم الزبانية الملائكة تنتظرك تموت لتشرب فروج المومسات صديد اهل النار شاء الله يا اوباش سوريا
1,﻿بجد تحفة
1,يااااارب إغفر ذنبي وأرزقني حبك ربنا ممكن يكره حد لو فضل يكرر ذنبه الإستغفار
0,سيد شوكت بحب احكيلك انو حنضل نشحد المفاعل للأسف البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي يملك غالبية الأسهم تركيا سبيل المثال وذلك يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي يوفر الكهرباء بسعر
0,الوحيد لايتركني ولو لحظه
0,﻿حسبنا الله نعم الوكيل فيكوا
1,﻿اللهم ثبتنا قيام الليل رمضان
1,﻿اللهم امثالك يا دكتور عمرو الله نفسنا تشرفنا مسجد الصديق بشرتون هليوبوليس
1,الحل الوحيييييييد حب الله ورسوله وطاعتهم
1,سبحان الله الله يرزق الدوده جوف البحر
0,اووخص وش هالمناشف ^
0,تأثير الغرب مبين العرب المجانين
1,تماما تحرمنا الصدق الكلام
0,فعلا الطاقة الشمسية البديل وليست النووية لان الدول المتقدمة صارت تتخلص النووي وتتجة للطاقة البديلة وخصوصا احنا الاردن بلد مشمس عالطول السنة والكلفة اتوقع الطاقة النووية
0,عرب اغبياء
1,ونعم بالله العلي العظيم
1,أفعال تضاهيها أقوال
1,﻿سبحان الله خلقه شؤون
1,ونعم بالله عزوجل
1,﻿سبحانك ربنا الواحد الأحد شريك تحيي تميت شيء قدير صلى الله سلم نبينا محمد آله صحبه أجمعين
0,﻿ما ازنخك مقالاتك
1,﻿الله دينا العظيم
0,بتحبو حد
0,يا ترى الحكومه بدها تزيد دعم المواطن الله عونه
1,صلآة آلفجر
1,ربنا يعيننا علي نفسنا
0,ناشدتك الله
0,والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره
1,أفعال تحتاج أقوال
0,﻿ تقول داخله ترله انحولت الاغنيه
0,أحنا خلينآ نخلص أم هالبرجين الللي صرلهم سنة وبعدين بنفكر نعمل نووي سلمي هههه الديسي
1,احمدك ربى اعطيت وعلى منعت
0,اللي بالنص لجنة الحكم مفكر نفسو وديع الصافي شقفة علاك
1,انا أحلم اغير العالم ولكن احلم استطيع ارسم البسمه علي وجوه الآخرين
1,شاء الله وربنا يعيننا
1,الزمن الجميل
1,وأعظمها امة سيدنا محمد
1,دعوة المؤمن لأخيه بظهر الغيب أسرع البرق
0,بقرف زيك
1,دين يسر وليس بدين عسر
1,يا مسهـــــــــــــــــــــل يا رب
0,﻿ مهزلة ياعيب الشووم
0,يا ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي
0,تدرون ،، الشرهه ع اللي شجّعهم يروحون للبرنآمج
1,أحلى التفائل الواحد بعيش مرتاح
0,وقّـف قلبو لحسن الشافعي
0,﻿ غبي
0,﻿ والله سوبر
1,ياسلام حلوشديد
1,لو نريد الخشوع حقا نطلق الدنيا
1,﻿لست الأفضل أسلوبي سأظل دائماً اتقبل رأي الناقد الحاسد
0,تبا لكم
1,اللهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين
0,بلا قرف
1,اللهم شمل المسلمين
1,مفيش اكرم ارحم ربنا
0,زمن يهان المرء ويكرم الكلب
1,كﻻمك كله رائع بجد ربنا يكرمك
0,عاهاتك يا وطني
1,﻿كل شخص فينا بيتمنى الخشوع صلاته يا رب يتقبل صلاتنا صيامنا
0,﻿يا حبيبي هاي صار للرجال تنانير؟؟؟؟؟؟؟؟ تفي ع هيك رجالة
1,نعم
0,﻿ اموت فيج رويده
0,﻿لو يبطلو سرقه بهالخزينه الله الشعب ليعيش لكو ارحمونا حرام عليكم
1,ابدأ بنفسى الأول اغيرها
1,﻿رب صغير يستعظمه غيرك خاصة كنت تمثل الاسلام
0,ﻣﻴﻴﻴﻴﻴﻦ ﺑﻀﻞ ﻳﺸﻴﻞ ﺍﻟﺸﺒﺸﺐ ﻣﻦ ﺟﻤﺒﻲ
1,الله يثبت قلبك ديننا الاسلام
0,﻿الله وكيلك مشحطط اهل دابوق دير غبار عبدون منعم الفقراء
1,كلامك جميل ورائع
0,الهم اجرنا الظلم تجعلنا الظا لمين
0,كارثة بشرية
0,﻿و فادنا بشي رح خسارة كبيرة بالاخر
1,امين
1,صباحك سعيد
1,﻿عين العقل ربي
0,نرفض المفاعل النووي
0,ايه يا ولاد الوثخة؟
1,﻿الرائع سيظل رائعا نهاية العمر
1,﻿اللهم ثبت قلوبنا الايمان
1,اللهم اصلح حال المسلمين
1,الله حيهم هالشباب انتوا القدوة
1,اللهم اعنا ع ترك ترضي
1,﻿الابتسامه جميله
1,يميييي شو هالاكلات الزاكبة هاي شهتونا
1,صباح الخيرات والعبادات
0,انا اشوفه عادي معنى وايش مليوني مشاهد والله يستحق الحد المشاهده وبعدين هاض شي مقزز
1,الامل بالله كبيييييير انشالله
1,القدوة الحسنة خير النصيحة
0,حرام عليك ماتشوفه شلون يصارخ كانه مشجع ملعب
1,يارب اهدينا للصواب
1,يتقي الله يجعل مخرجا
1,الله الرزاق دو القوة المتين
1,الحمدلله ضيق اسجد لله احس اعله مستوا وانسا واتذلل الله ليحمينى فتن الدنيا واحسن منزلى الجنه
0,هههههههه ولكو إحنا ميتين هالوسطه
0,ي وجه الفطيره تعيب الناس أنظر حإلك
0,متفقين معهم البرنامج خايس
0,﻿روح اكتب اشي زي العالم الناس بدل بتتهبل هيك بتتمسخر يا مسخرة
0,﻿ أنوا اع الشماته هالكلبا
0,لأن بعتقد انو هالقد عاهات بيعرفوا انو صوتهم نشااز لأنو كتيير نشاز وازا رح حالات استثنائية مو بهاد الكم الكبير
0,﻿ليش نتعلم صار اليابان، وروسيا، ألمانيا ألغت نظرتها بناء مفاعلات نووية استخدام الطاقة البديلة
0,﻿ لااااااا وربي صوتها غلييييييظ
1,صباحكم سعادة وعبادة مقبولة شاء الله
0,والله حرام يعني مايدرون انهم مصخره
0,وش فيك معصب خلاص بعطيك اللأيك جاني خخخ
1,كلنا انتصرنا نفسنا وعلى الحاجة ددي متعبتنا ومبعدتنا الله
0,الوان مش حلوة
0,انا صوووتي كذا اجي اهباال هوو
0,للأسف البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي اعلنت هيئة الطاقة يملك غالبية الأسهم تركيا سبيل المثال وذلك يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي يوفر الكهرباء بسعر
0,مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله
1,أسأل الله يرزقني يدعو ظهر الغيب
0,فعلا مهزله
1,﻿بسمه امل امس محتاجه توضيح اكتر لان الناس خلطت بينها الواسطه
0,شو هالغباء فضحتنا
1,طيب انا عايزه اشوف القصر
1,يارب اعنا علي ترك المعاصي ماحيينا
0,﻿يا أخوان القصه مش قصة طاقه متجدده نوويه الموضوع كالتالي سواء عملنا هاي كلوا رايح جيبة فلان علنتان زي باعوا البوناس الفوسفات اسبوعين لما باعوا المطار لشركه فرنسيه هيك رح يصير بالمفاعل النووي محطات الطاقة المتجدده يعني قوسين آخريتها تنباع فقبل انلم تواقع لازم نلم بعضنا نروح نحاسب واحد لعب قمار فينا نحاسب واحد باع شغله بتخصنا بتخص بلدنا بدون يوخذ رأينا لأنو احنا بلشنا نعد لورى بعتذر الإطاله
1,جزاك الله خيرا
0,البرنامج السخيف الرخيص واضح التمثيل
1,كلام سليم
0,المشاركين بينو للناس اللى قايمين البرنامج حمير
0,قهروني حرام
0,﻿ قرفت انتحر الدرج
0,وش يحسون فيه﻿ يع
0,وقعنا وقعنا يللي بدهم يعملوه بيعملوه
0,شو هيدا دلع اخر زمن
0,﻿ تافهين
1,الحمد لله اصبح وجهك المشرق يوم
1,صباح القشطة
1,اللهم قونا نفوسنا الضعيفة
0,﻿للهم خذهم اخد عزيز مقتدر فانهم يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات
0,قسسم استهبال باستهبال
1,وعجلت اليك ربي لترضى
1,﻿كن تتغير أجل أحد
1,تفائلوا بالخير تجدوه
1,الله عليك بجد رنا يهدينا كلنا ويهدي شباب المسلمين جميعا يارب العالمين
1,﻿اللهم أعني ذكرك شكرك حسن عبادتك
1,﻿اللهم ارزقنا السلامة العافية ديننا دنيانا
1,الله يسعد البشر امين يا رب
1,﻿صراحة الارادة القناعة هيا الغنى الاكتفاء
0,صوتها عجييييييب
1,تحفة
1,الله اكبر ولله الحمد
1,يارب قويني
0,والله نوفي صح لسانك
0,﻿فعلا الطاقة الشمسية البديل ليست النووية لان الدول المتقدمة صارت تتخلص النووي تتجة للطاقة البديلة خصوصا احنا الاردن بلد مشمس عالطول السنة الكلفة اتوقع الطاقة النووية
1,﻿طموح الانسان يدفه لتحقيق اهدافه يا رت شببنا يقولن فات الوقت الله يوفق يشاء
1,فإجعل اللهم عوضي
1,﻿اللهم انك عفو تحب العفو فاعف عنا
0,وادم علينا يارب نعمة الامن والامان وسائر بلاد المسلمين
1,﻿ان صفات الاسلام الامانة
1,﻿اللهم اني اسألك خشية السر العلن
0,سوريا تعرضت لمؤامرة والامر المحزن ولاد سوريا انزلقو فالمؤامرة هاذي والشنيعة
0,نعم اردننا قابل للتلاعب بارواح ابناءه
1,الأقل رجل لإمرأة أحبها وهذا يسعدني
1,اللهم اعنى ترك المعاصى حبا نور وجهك
0,اللي لفت انتباهي الدبه اللي﻿ جنبها
0,اكيد عندك ناس بتفهم ووفي ناس الاجانب بتفهم
0,انا الاخ محمد سلامة بهالموضوع
0,اصلا سوبر ستار للعاهات
1,دي اخلاق السلف الصالح
0,صج معوق
0,ههههههههههههههه بقدروا
1,فعلا الله يجزيك الخير دكتور والله يثبتنا ديننا
1,ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب
1,ستجد مساعدة الله وعونه تكن النية صادقة
1,﻿اللهم اعتراض حكمك ارزقنا خير الرازقين
1,﻿الحمد لله القضا القدر
1,جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده
0,اننا نعيش زمن بلا رحمه
1,اللهم ارزقنا رزقا حلالا
0,ليش تتضحكو مش حللللوو
0,﻿ يا فضيحتك يا لبنان بهيك عالم هيدا سكت اني ولك دخيل الله خليك ساكت
1,اللهم وفقنا لما تحب ترضى يا رب
1,الله يزيدك العلم تنتفع الامه
0,﻿ ابلعن وإلديتس ي الهبــلاا
1,الله ياريت يبقى اخلاق كدة الوقت دة
1,اطمئن يا قلبى فرزقى ياخذة غيرى
1,﻿انت مو جوعان شوكولاته افرح
0,للناووي
1,اعمل ايه لو عاوزة اشترك نهر الخير
1,﻿و بحب الناس الرايقه بتضحك طول
1,تبارك الرحمن اللهم زد فينا وبارك ياارحم الرحمين
1,مقال رائع والله يهدي بناتنا ياااارب ويرجعهم للصواب
1,﻿يا شق البحر لموسى خرج
0,﻿ جد سوبر أبقار
0,صوتك موش حلو
0,﻿اللهم انا نشكو اليك ضعف قوتنا قلة حيلتنا حسبنا الله نعم الوكيل
1,﻿فعلا البت جده لما تحتاج ليه الانسان الصادق البستاهل تضحي عشان
0,انا ابو عدولة لو قدامي صدق اني راح العن ابو جابه
1,ربنا يبارك فيك ويبارك إللى ساعدك الحمد الله وسبحان الله
0,والشرهه الاغبياء اللي معطينك لايك
1,كلمات حلو
1,ﺻﻠـﻲ ﻋﻠﺸـﺎﻥ ﻏﻴﺮﻙ ﻧﻔﺴـﻪ ﻳﻘـﻮﻡ ﻣﻦ ﻗﺒﺮﻩ ﻳﺼﻠـﻲ
0,لبنان وزبالتوا
0,سامجين بس يمسخرون المشتركين وقاحه
0,مجنون صوتها انا
0,وش جابني ثقيلين دم
1,قصة رائعة أفادك الله العلم لتفيدنا دائما
0,دلع
0,مش بني ادم انتي جنس الحيوانات
1,ثبتك الله يا أستاذي نصرك
0,الله يشبعكو يا ظلمة انشاء الله كلو بتلقو بالاخرة يا ظلمة خافو الله طبعا بتعرفو الله
0,﻿و سيارة الحكومه السعوديه اجن هديه يزلامه المسؤالين اكلونا
1,اللي ربك دايمًا جنبك
0,ههههههههههههههههههههه مهيه خربانه شاء الله يعملو مفاعل قرد بطلت تفرق
0,انتة والمعك كلهم سافلين ووقحين
1,الارواح جنود مجنده تعارف أأتلف تنافر اختلف
0,﻿ كتكوت ضعيف الجناح الدنيا غدرت هااا
1,﻿نحن نحبك الله ندعو بظهر الغيب
0,والله ظلموه لجنة الطراطير
0,وربي عآإهات مستعصيه
0,هما بس بيسعوا للغناء ده طبعا الاشتغالات والافلام الهندى احنا شفنها
0,﻿أنا النووي الأﺟﺪﻯ ﺑﺪﻭﻟﻪ كالأردن البحث مصادر للطاقه النظيفه خصوصا إننا نفتقر للماء الأجدى بنا نبحث سبل لحل مشكلة المياه بالمبالغ ستصرف المفاعلات النوويه
0,حركة ارحمينا الله يشيلك اقول اخوكي وابوكي راضيين عنك اف عندك ايزي
1,فعلا الطموح سر النجاح
0,أأأأأه لو القرآن لقلت أنكر الأصوات لهذه الأصوات
0,الله يلعنو
0,خسئو وخسئ امثالهم طاوعهم
0,﻿ طول عمرك تخاف الحب أجل
0,﻿والله احنا مو ناقصنا وجع قلب بس ضايل علينا النووي صحة البشر مش برضو خطية المسؤولين ﻻ خلص عاد شي فارق والله عحب
0,الخبر صحيح انا اول شخص بطالب بالهجرة لاي دولة خليجية اوروبية اسرائيل
1,يارب أخرجنا ذل المعصيه عز الطاعه
1,اللهم ثبتنا وثبته دينك الحنيف وسنة نبيك
1,﻿سلمت سلمت يداك الاخلاق الكريمة علمنا اياها رسولنا الاعظم صلوات الله سلامه اننا انشاء الله سنفعل بوسعنا نرسم صورة راقية جميلة ديننا اخلاقنا الله المستعان
1,صباح الزنبق والفل والياسمين
0,ودي اكسر الابتوب راسه
1,قول يارب وخذ قرار
0,بس الحكام ماعندهم ذوق للأسف
1,ربنا يكرمك يا دكتور
1,بارك الله لكما وبارك عليكما وجمع بينكما خير
1,﻿فتحه نصرة نوره بركته هداه
0,ولكن المفاعل النووي مضر بالبيئة فهمني ؟؟
0,لجنة زبالة ذا بفهمو بالفن خاصة ابو النظارات اللي مش موجود بالفيديو
0,﻿ذا مرتك بتعمل هيك يا ادمن تفكر الرجال مثلك تفي عليك
1,﻿اللهم زينا بالخلق الحسن ارزقنا الامانة نظافة القلب اللسان امين
1,صباح ﺎلإشتياق لِتلک ﺎلتي تَجّري مِن تَحّتِہا ﺎلأنہَار حُزنَ فِيہا
1,﻿الله الله عليك يا استاذ عمر بارك الله بارك عليك جزاك الله عنا خيرا كثير
1,﻿اذا تقل للظلم فسيستمر الابد
0,كاميرا خفية الانحطاط الاخلاقي
0,صوتك وحش
0,احدالاخوة
1,يالله اروع هائولاء الناس
0,الظاهر جايين يستهبلون عالحكام بس
0,خسئ الشيعة اخوان القردة الخنازير
1,يارب دعوناك فستجب وحقق ماهو اصلح وافضل
0,انتخب مين يا عم ناقصة لبخة الكلام معتش الاهبل ده كمان يبقى رئيس جمهورية
0,صارو يبيعو يشترو البلد متل بدهم
1,الله غلى المسلمين توادهم وتراحمهم
0,باللـــه عليكم تستحيوا انفسكم قدومكم البرنامج م الم تعلموا مسابقات لانكر الاصوات قناة اخرى
0,﻿ايه راحه المسكين ياحرام
0,الله الله ياشيخ ابراهيم كم والله يسعد مساااااااك يارب
0,يا خسارة الدقيقة وثنين وخمسين اللي ضيعتهن حياتي المقطع التافه خخخخ
0,بعدك ماشفت اشي
0,بيجيبو الشيوخ ليسهزاءو فيهم
0,يا دم امك الرخم
0,عاهات العرب الجرب
0,مبرد وجوهكم
1,الجميل اخفيته ظهرا
0,مسخره والله
1,سلامي عليك
1,منهو دنا منك
1,الله اكبر والعزه للسلام
0,شفتها اقول وشذا الكيك ^
1,﻿ولا تنسو تبسمك وجه اخيك صدقه
0,﻿دلوعه مايا﻿
0,احذفه لاني بجلس احش فيهم لمين اكفر
1,﻿صح كلامك أحلى حكمة محد يبقى للنهاية رغم اتفاق الطرفين
1,اعنا يا ربنا
1,والله الكل نعمة كبيرة
1,الله يهدي التائهين والضالين طريقه
1,﻿اللهم تجعلنا المنافقين
0,مشكلة يغني كثيراً الحمام ويتصور اصبح مطرب
0,﻿و ارضيت يا دولة الرئيس الله اسهل عليك يا عون الخصاونه
0,الكلب حده﻿ روعه
0,؟ سخافة الشاميين ابدا ينفع الكوميديا
1,جميلة المعاني المجردة تنزوي التطبيق
1,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبة الصلحة جنبيك
1,يارب المستعان فأعنا واهدنا يارب الكون أجمع استجب
1,اسال الله علاه يحفظكم بما يحفظ عباده الصالحون
0,﻿الشعب اختار نواب خرجين سجون سوابق بستاهل هيك مشان دينار الله يرد هيك شعب
0,مش عارف الناس بتحبك يا زلمة؟
1,قصة حقيقية رائعة عبرة لكل زوج وزوجة المودة والرحمة
1,يا رب ارزقنا الفرح والسعادة
0,﻿ سبحان الله غصبن مايرضى ودهم يروحون النار بالحرام موفالحين
1,الله يتئبل صلاتنا
0,والله تحشيش
1,﻿ بوركت جهودك سلمت اناملك
0,الله يلعن ام هيك نمر
1,احسن أظن بالله وتوكل وحده
1,﻿يا رب يا خير الرازقين ارزق أهل سوريا المسلمين النصر الثبات التقوى
0,دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا
0,اجل قدوم ٢٠ الف الجيش الامريكي
1,الله الله اخلاق الصحابه اصحاب رسول الله
1,﻿عندك حق أمل جميل مشرق
0,شو هالمنشور الوسخ
1,مفيش اجمل الانسان يحافظ كرامته
1,﻿اعنكم الله تقبل منكم يسر طريقكم
0,وش التخلف
0,بعرف بس مو حلو
0,هيك الخبر انا بدي اعيش
1,يغير الله بقوم يغيروا بانفسهم
0,وانا انو الطاقة الشمسية البديل
1,﻿احلى شىء النهاية الباقية صح كلامك
1,يعطيك العافية
0,عفكره البيج هاد قرفني وقلب معدتي شو للاسف انتا انو عرفك هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش للايكات وكمنتات
1,بتقول كلام دي الفل
0,احنا بنتهاوش الكتب
1,أفتخر إني مسلم نعمه نعم ربي
0,عيب عليكوا تقارنوا وحدة زى دى بالمصحف هوا كلام ربنا
1,اعملوا لآخرتكم
1,يارب احمينا شرور انفسنا وسىئات اعمالنا
0,احقر هيك خيانة
1,﻿صباح هادئ ۆ انفاس تحمل تفاؤل ۆ يقين گل مَ سيكتبہ أللہ ﻓي يومَ خير أصبحنا أصبح الملك لله
1,الله يتمم افراح الجميع يا رب
0,جهنم وبأس المصير
0,هات ناس تفهم والمثل بحكي اسأل مجرب تسأل خبيير
0,رئيس مو عارف يحكي حرف الاس روح تخيب ولك يلعنها انيسه هيك جحش خلفتو
1,أسوء شيء تكذب لأنك ستبدأ سلسلة نهاية الأكاذيب النهاية ستكشف
1,تركنا شئ اجل رضا الله اللهم ارضى عنا
1,طبعا واقع
0,والله انك زلية يا شيخ اكيد مدفوعله تحت تحت
0,اصغيره اغاني والله انقلبت ادنيه﻿
0,زنخة زيك
1,اروح عمرة واشوف الكعبة
0,والله حرق لاخوات الكلب
0,للمفاعل النووي
1,يارب عوضنا خير مما أخذ منا
1,سلمت يداك روعة
1,الله يثبتك ينور طريقنا
1,تمام
1,﻿و مفيش احلى قضاء ربنا
1,﻿ نجدد قلبنا بالإيمان
0,خمسة مليون يوقعوا علي رفض المفاعل لانة يدمر الاردن لان التقدم ياتي عدم النهب للمال العام يعني يجب وقف النهب وهذا مشروع فاشل يومة
0,مسخره
0,يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج
0,﻿هههههههههههههههههههههههههه الحلو انكم بتحكوا اساس انو الأردن فساد سرقات
1,أكيد جزاك الله خيرا
1,جميل
1,امتنا زيها
1,اكيد ماحدا بيقدر يارب اعن الفقراء واعنا ع مساعدتهم
1,اللهم اعنا ذكرك وشكرك وحسن عبادتك
0,ذبحتونا
0,ناس مطفرة الآخر
1,انته جميل ربنا يثبتك واتمني المسلمين اخلاقياتهم حياتهم العاديه قدوه ودعوه لكل المسلمين
1,﻿الله يعطيك الصحه العافيه
0,﻿ سلمتك بيد لله فظيع
1,نعم والحمد لله
0,﻿المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه جزء كبير ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ترتفع الفاتورة
1,﻿كلام سليم الف بالميه الله
1,صباحك نور
1,﻿صباح الخير التفكر
0,﻿لنفترض جدلا اضرار صحية بيئية سينتج بناء مفاعلات نووية سلمية ، دعونا نفكر الكلفة اولا كلفة بناء عالية لعدم امتلاكنا لهذه التكنولوجيا شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة وليس العكس ناهيك حصول اخطاء مفترضة مستقبلا ثالثا اين المكان البعيد المدن الاردن واين مصدر المياه الكافية للتبريد رابعا حق المواطنين واصحاب القرار الحصول تقرير منشور للاثر البيئي مسبقا نفس الوقت نستطيع الحصول نفس كمية الطاقة الصخر الزيتي نمتلك احتياطي هائل الغاز الطبيعي المؤمل مستقبلا الطاقة الشمسية طاقة الرياح بكلف نسبيا اقل بكثير النووي اعباء ديون اضافية
1,﻿اللهم اغفر انا كنا ظالمين ادخلنا الجنة سالمين
1,الله يفتح عليك
1,أحيانا الفشل دافع للنجاح
0,اكيد بقرف
1,صباحك جمال روعه
1,يا رب اعني ع إتخاذ القرار
1,اللهم امليء قلبي بحبك
1,﻿يا رب بلغنا رمضان راضي عنا
1,الله يفرح الكل ويجمع المتحابين خير
1,ربنا يصلح حالنا
0,لانهم يكونو قاهرينك
1,صدقت والله تريد وانا اريد والله يفعل يريد
0,لى جماعه الاخوان الخسيسة بدكو الوطن يتصلح وانتو قسمتوه لفريقيين واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين
0,فانا اناشد الحكومة الاردنية بألافراج اسرى السلفيين التوحيدين الموجودين سجونهم
1,سعادتنا بحسن الاستمتاع بالأشياء نحصل، بحسن الاستغناء الأشياء نُحرم
1,﻿انشاء الله نكون راضين بقضاء الله لكننا نرجو الله اللطف
1,رائعين يا مصريين
1,﻿قصة جميلة مهمة
0,﻿ اللهم شماته ليش ياربي يحرجوا انفسهم
1,يارب يتقبل منا والله العقل مو فاضي والقلب مكسور
0,الطبقة الوسطى طريقها الانقراض يد عبدالله نسور
1,هاي اخلاق خليلنا الحبيب
1,الكلام البدايه بكون حلو لاكن يبقي خير
1,﻿ان شاء الله يتقبل الله صلاتنا يزيد صلاتنا الخشوع
1,﻿يا رب فرج
1,وفقكم الله
0,هههههههههههههههههههههههههههههه نووي صوبة بواري كالعاده نصبه جديده
1,احلى الوجود بقرب الله
1,حماك الله النكد
1,بجد ربنا يبارك كلماتك بتوصل والله
0,﻿ والله بالي مجنون
0,﻿ صوتهآ بعيرَ ومصدقه حآلهآ
0,لجنه حكم ماعندها ذره احترام
0,والله لو يجمعونهم شاطئ البحر الميت ويخلونهم يصرخون اليهود ولمدة ليهربون لقبرص طريق البحر سباحة
1,فدمك عود عنبر
0,﻿ الله انو مكب نفايات نوويه اشتغلت بالمفاعل موقعه بعلان بالسلط
1,الماء الحياة
0,﻿ بعرف حكايات مليانه عاهات مثلكم مجانين يا صيدااات جورج وسوف
0,طيب ليه السخريه دى ماكنا كويسين
0,والله ايلى اختشه ماتوا
0,﻿احنا شعب مش عارفين نبني شارع نعمل صيانة موضوع مفاعل عنا خبرة البلاد المتقدمة بس بلشت تلغي النوع الطاقة حنا لجأنا تناسين اننا منطقة حفرة الانهدام عرضة للزلازل اننا عرضة للنصب الجهل الفساد المتفاقمين عنا نسب السرطان المتزايدة بدون واسطة بالاخير بقولوا عنا شعب متخلف رفضنا علم صعب التطبيق عنا الاولى انو نراجع ادارة الموارد الاصلاح تقويم انفسنا لحل مشاكل الطاقة وغيرها
0,روح انتحر
0,الله يلعن امك وش ها القرف
1,يا ريت لو يعملوا دورات الزواج
0,وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم
1,اميره ممكن اضافه لو سمحتي
0,نا بدي نموذج لسبونج بوب ههههههههههههههههه
1,سال لله الهادي الخالق
1,الاهم نكون صادقين نفسنا لنكون صادقين الاخرين
0,اللهم ارفع ظغط فايز الطراونه
0,﻿ بطني وجعتني الضحك
0,واحد واطي
0,ههههههه والله صدقتي همة اصعب شئ الستين سنة الاوليات
1,اللهم زيد المسلمين وبارك فيهم
